title,artist,link
Woman with Glass of Wine,Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/112513?highlight=*:*
Opuntia Alburdina (America) (1993-1994),Jane Watt,https://collections.ed.ac.uk/art/record/99460?highlight=*:*
Reclining Male Nude (1952),John Houston,https://collections.ed.ac.uk/art/record/21353?highlight=*:*
Roko I Cicibela (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22042?highlight=*:*
Unknown,Alan Chisholm,https://collections.ed.ac.uk/art/record/50405?highlight=*:*
Seated Female Nude with Striped Floor Drape,Unknown,https://collections.ed.ac.uk/art/record/122796?highlight=*:*
Seated Female Nude (1962),Geoffrey J Roper,https://collections.ed.ac.uk/art/record/99367?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21546?highlight=*:*
Tantallon,Gwyneth M. Leech,https://collections.ed.ac.uk/art/record/21802?highlight=*:*
Mask and Plastic Limbs (Circa 1982),Graeme Magee,https://collections.ed.ac.uk/art/record/22533?highlight=*:*
Unknown (1963),Lesley M. Johns,https://collections.ed.ac.uk/art/record/50435?highlight=*:*
Grumpy Hansel (1:2) (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21823?highlight=*:*
Goat (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53754?highlight=*:*
St Pauls at Night (1950),Alexander Cree,https://collections.ed.ac.uk/art/record/50546?highlight=*:*
Unknown,Valerie Samuel,https://collections.ed.ac.uk/art/record/53535?highlight=*:*
Reclining Female Nude (Verso: Back of Standing Male in Costume) (22 MAR 1951),Diana M. Douglas-Hamilton,https://collections.ed.ac.uk/art/record/53527?highlight=*:*
Unknown (1950-1951),Valerie A. Cockburn (Gage),https://collections.ed.ac.uk/art/record/50556?highlight=*:*
Unknown (1952),Rosemary Bagshaw,https://collections.ed.ac.uk/art/record/53513?highlight=*:*
Study for picture 'Waking of Brynhildr' (1897),Pavlov Chailly,https://collections.ed.ac.uk/art/record/50471?highlight=*:*
Nude Woman Sitting (1952),Ian Lawson,https://collections.ed.ac.uk/art/record/122700?highlight=*:*
Seated Male Nude (1958),Elizabeth Meldrum,https://collections.ed.ac.uk/art/record/21158?highlight=*:*
Seated Female Nude (1959),George H McIntosh,https://collections.ed.ac.uk/art/record/21063?highlight=*:*
Untitled - 1/2 hr Life Drawing of Man in a Blue Costume (1963),Isobel T Johnstone,https://collections.ed.ac.uk/art/record/99248?highlight=*:*
Summer 1954 (1954),Peter McGinn,https://collections.ed.ac.uk/art/record/22581?highlight=*:*
Unknown (1965),Frances Sander,https://collections.ed.ac.uk/art/record/53595?highlight=*:*
Unknown (1950),Valerie A. Cockburn (Gage),https://collections.ed.ac.uk/art/record/50555?highlight=*:*
Untitled (1981),Colin A. Lawson,https://collections.ed.ac.uk/art/record/99530?highlight=*:*
Framed applique (1936),Unknown,https://collections.ed.ac.uk/art/record/102698?highlight=*:*
Large Bowl (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53732?highlight=*:*
Portrait of a Woman (1960),Mary Shanks,https://collections.ed.ac.uk/art/record/20947?highlight=*:*
Unknown (1946),Marjorie McLachlan,https://collections.ed.ac.uk/art/record/50489?highlight=*:*
Portrait of a Seated Woman (1954),John P Busby,https://collections.ed.ac.uk/art/record/21376?highlight=*:*
Seated Young Male Nude (1948),Victorine Anne Schilsky,https://collections.ed.ac.uk/art/record/20832?highlight=*:*
Standing Male Nude (1954),Kathleen M D Mole,https://collections.ed.ac.uk/art/record/21052?highlight=*:*
Abstract,James T Carlyle,https://collections.ed.ac.uk/art/record/21004?highlight=*:*
Gem cabinet 1 (of 6) containing 43 medallions (Unknown),Unknown,https://collections.ed.ac.uk/art/record/20615?highlight=*:*
Portrait of Grandfather (1966),John Bellany,https://collections.ed.ac.uk/art/record/20742?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53505?highlight=*:*
Pier,Lynda Gillard,https://collections.ed.ac.uk/art/record/21449?highlight=*:*
Five Views of a Woman Seated (Circa 1955),Peter McGinn,https://collections.ed.ac.uk/art/record/21090?highlight=*:*
Processions Banner (2018),Lindy Richardson,https://collections.ed.ac.uk/art/record/102750?highlight=*:*
Printmaking and Print Collecting 1500-1700,Unknown,https://collections.ed.ac.uk/art/record/21776?highlight=*:*
Untitled (1983-1984),Lindsay Marshall,https://collections.ed.ac.uk/art/record/21564?highlight=*:*
Seated Figure (Circa 1975),Ruth S. Stiven,https://collections.ed.ac.uk/art/record/122905?highlight=*:*
Finial (2018),Jack Handscombe,https://collections.ed.ac.uk/art/record/102754?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21867?highlight=*:*
"Metope 2, south entablature, Parthenon (1837)",William S. T. Brodie,https://collections.ed.ac.uk/art/record/20641?highlight=*:*
"Figure in a Garden, Florence (1966)",Emma Gillies,https://collections.ed.ac.uk/art/record/50495?highlight=*:*
Saucer,Bruce W. Black,https://collections.ed.ac.uk/art/record/53627?highlight=*:*
Standing Nude Woman,Sarah Shaw,https://collections.ed.ac.uk/art/record/122820?highlight=*:*
Three Men (1963),Geoffrey J Roper,https://collections.ed.ac.uk/art/record/21360?highlight=*:*
Untitled - Portrait of a Girl in a Hat (05 DEC 1966),Catherine Robin,https://collections.ed.ac.uk/art/record/99411?highlight=*:*
Reclining Female Nude (19 JAN 1950),Mollie E N Langlands,https://collections.ed.ac.uk/art/record/21019?highlight=*:*
The Potato-Sorters (1947),Allan W. Robson,https://collections.ed.ac.uk/art/record/21742?highlight=*:*
"Painting, Sculpture and Tapestry Exhibition Poster (1989)",Unknown,https://collections.ed.ac.uk/art/record/21848?highlight=*:*
Pekin knot sample,Unknown,https://collections.ed.ac.uk/art/record/102730?highlight=*:*
Passage with Stacks and Artificial Light (1981),Colin A. Lawson,https://collections.ed.ac.uk/art/record/22554?highlight=*:*
Landscape (Circa 1966),James H. Fairgrieve,https://collections.ed.ac.uk/art/record/122851?highlight=*:*
Unknown (Circa 1890),Unknown,https://collections.ed.ac.uk/art/record/50467?highlight=*:*
Two Seated Female Nudes (31 MAY 1951),Fiona M Mouat,https://collections.ed.ac.uk/art/record/21196?highlight=*:*
Chair seat (1700?-1850?),Unknown,https://collections.ed.ac.uk/art/record/100007?highlight=*:*
The Battle (2013),Marissa Stoffer,https://collections.ed.ac.uk/art/record/47445?highlight=*:*
Self Portrait (1965),John Bellany,https://collections.ed.ac.uk/art/record/20740?highlight=*:*
Standing Male Nude (1959),Bruce Clapperton,https://collections.ed.ac.uk/art/record/20911?highlight=*:*
Untitled (1966),Molly Harris,https://collections.ed.ac.uk/art/record/99835?highlight=*:*
9 European Cafes: no 5: La Couple (Circa 1977),Timothy Morrison,https://collections.ed.ac.uk/art/record/22618?highlight=*:*
Portrait of a Woman (1953),Llewella C. Brayne,https://collections.ed.ac.uk/art/record/21199?highlight=*:*
Untitled (1967),Laurence Roche,https://collections.ed.ac.uk/art/record/22480?highlight=*:*
Still Life (1961),Ann F Ward,https://collections.ed.ac.uk/art/record/122913?highlight=*:*
Still Life Fish (1953),Ian J. D. Short,https://collections.ed.ac.uk/art/record/22681?highlight=*:*
Landscape Study with Buildings and Trees (1955),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21032?highlight=*:*
Untitled - Figure Drawing of A Man with Crossed Arms (1968),Alfons B. Jasinski,https://collections.ed.ac.uk/art/record/99273?highlight=*:*
Untitled (1946),Eileen Bennett,https://collections.ed.ac.uk/art/record/21732?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/53508?highlight=*:*
Disconnected Still Life (1968),Carol A. Sebula,https://collections.ed.ac.uk/art/record/122751?highlight=*:*
Untitled (2007),Gordon Brennan,https://collections.ed.ac.uk/art/record/99976?highlight=*:*
Untitled (Unknown),Alice Crombie,https://collections.ed.ac.uk/art/record/21712?highlight=*:*
Unknown (1943),W C G Thomson,https://collections.ed.ac.uk/art/record/50451?highlight=*:*
Untitled (Unknown),Matt Gamber,https://collections.ed.ac.uk/art/record/99913?highlight=*:*
Plate (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53672?highlight=*:*
Red Faced (2014),Daniel Hughes,https://collections.ed.ac.uk/art/record/47440?highlight=*:*
Beach Townscape (1976),Martin Churchill,https://collections.ed.ac.uk/art/record/122856?highlight=*:*
Portrait of a Woman's Head (1949),Thomas Kim Redpath,https://collections.ed.ac.uk/art/record/20781?highlight=*:*
Unknown (1946),Allan Lefley,https://collections.ed.ac.uk/art/record/50486?highlight=*:*
Standing Female Nude,George A. MacPherson,https://collections.ed.ac.uk/art/record/122733?highlight=*:*
Legless Graham (Unknown),Jennifer Blake,https://collections.ed.ac.uk/art/record/21996?highlight=*:*
"Armorial panel from right tower of Mar's Wark, Stirling (1893)",Unknown,https://collections.ed.ac.uk/art/record/20554?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21891?highlight=*:*
Unititled,Ian Johnstone,https://collections.ed.ac.uk/art/record/112498?highlight=*:*
The King and I (2017),Daniel Cook,https://collections.ed.ac.uk/art/record/100021?highlight=*:*
Seated Female Nude (1957),Colin Turner,https://collections.ed.ac.uk/art/record/20966?highlight=*:*
Portrait (1976),Alison J. Michie,https://collections.ed.ac.uk/art/record/122714?highlight=*:*
Portrait of a Man (1959),Grace Nichol,https://collections.ed.ac.uk/art/record/21119?highlight=*:*
Untitled - Figure Drawing of Semi-Nude Male with Water Jug (1964),Gordon Bryce,https://collections.ed.ac.uk/art/record/99284?highlight=*:*
Untitled (2014),Layla Kerley,https://collections.ed.ac.uk/art/record/47454?highlight=*:*
West Frieze of the Parthenon (1836-1837),Emma Gillies,https://collections.ed.ac.uk/art/record/20675?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53658?highlight=*:*
Teacup,Peter Standen,https://collections.ed.ac.uk/art/record/53643?highlight=*:*
Milk Jug (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53677?highlight=*:*
Seated Male (1955-1956),Eric Ritchie,https://collections.ed.ac.uk/art/record/20801?highlight=*:*
Untitled (2002),Michelle Samour,https://collections.ed.ac.uk/art/record/99941?highlight=*:*
Skeleton and Flowers (1958-1959),Peter Standen,https://collections.ed.ac.uk/art/record/20794?highlight=*:*
Unknown (1938),Betty M. Ferguson,https://collections.ed.ac.uk/art/record/53522?highlight=*:*
Untitled (1981),Jo de Pear,https://collections.ed.ac.uk/art/record/21922?highlight=*:*
3 Paps of Jura (Unknown),Catherine Orbach,https://collections.ed.ac.uk/art/record/21981?highlight=*:*
Drawing of Monaghan (1955),Edith Duke,https://collections.ed.ac.uk/art/record/21217?highlight=*:*
The Bone Orchard,Alastair Flattely,https://collections.ed.ac.uk/art/record/21498?highlight=*:*
"Trawlers, Granton Harbour (1951)",John W. Corner,https://collections.ed.ac.uk/art/record/21829?highlight=*:*
Milkweed (1952),Margaret Lowengrund,https://collections.ed.ac.uk/art/record/21676?highlight=*:*
Plate (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/53712?highlight=*:*
Untitled (1967),Kirkland Main,https://collections.ed.ac.uk/art/record/21872?highlight=*:*
Standing Nude (1952),Mollie E N Langlands,https://collections.ed.ac.uk/art/record/21018?highlight=*:*
Standing Female Nude (1948),Victorine Anne Schilsky,https://collections.ed.ac.uk/art/record/20833?highlight=*:*
Female Portrait (verso),John Whittaker,https://collections.ed.ac.uk/art/record/22739?highlight=*:*
Unknown (1950),James T. Ferguson,https://collections.ed.ac.uk/art/record/53498?highlight=*:*
On Beinn na Lice (Unknown),Hazel Holmes,https://collections.ed.ac.uk/art/record/21943?highlight=*:*
Untitled - Street View of Rooftops and Chimneys (1967-1968),Eileen E M Lawrence,https://collections.ed.ac.uk/art/record/99260?highlight=*:*
House in a Landscape,Unknown,https://collections.ed.ac.uk/art/record/21501?highlight=*:*
Unknown (1974),Richard Wiatrek,https://collections.ed.ac.uk/art/record/50394?highlight=*:*
Untitled (1969),James Fleming,https://collections.ed.ac.uk/art/record/22491?highlight=*:*
Unknown,Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/53559?highlight=*:*
Untitled - Five Miners (1963),Felicity J Bostock,https://collections.ed.ac.uk/art/record/99372?highlight=*:*
Candle and Shell at Sea* (1987),Donald Clark,https://collections.ed.ac.uk/art/record/22729?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),Unknown,https://collections.ed.ac.uk/art/record/20700?highlight=*:*
Portrait of a Bearded Man with Bow Tie,Peter Crorkin,https://collections.ed.ac.uk/art/record/22611?highlight=*:*
Unknown (1957),Vivien Alexander,https://collections.ed.ac.uk/art/record/50509?highlight=*:*
Unknown (1960),Amanda Lebus,https://collections.ed.ac.uk/art/record/50626?highlight=*:*
Standing Male Nude (1958),Richard McNeill,https://collections.ed.ac.uk/art/record/20892?highlight=*:*
Untitled - Two Women (1961),Gavin Waddell,https://collections.ed.ac.uk/art/record/99455?highlight=*:*
Untitled (1965),Laura McPherson,https://collections.ed.ac.uk/art/record/99390?highlight=*:*
Untitled,Derek Reid,https://collections.ed.ac.uk/art/record/22725?highlight=*:*
Abstract Composition in Black and Green (Circa 1967),George M. Donald,https://collections.ed.ac.uk/art/record/122834?highlight=*:*
West Frieze of the Parthenon (1836-1837),W Bryden,https://collections.ed.ac.uk/art/record/20673?highlight=*:*
Seated Female Nude (1959),Sir William George Gillies,https://collections.ed.ac.uk/art/record/21107?highlight=*:*
"Still Life with Jug of Flowers, Goblet and Fruit",Elaine M. Stenning,https://collections.ed.ac.uk/art/record/20753?highlight=*:*
A Cup Of Wine Together Will Make Us Glad- And A Little Friendship Is No Little Matter (1985),Hazel Sutherland,https://collections.ed.ac.uk/art/record/99334?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21709?highlight=*:*
Female Nude Adjusting Shoe (Recto)/ Seated Female Nude (Verso) (1948),John Thompson,https://collections.ed.ac.uk/art/record/20843?highlight=*:*
Seated Female Nude (1959),R Williamson,https://collections.ed.ac.uk/art/record/20951?highlight=*:*
'Heroes' and 'Gods' East Frieze of the Parthenon (1836-1837),Ashley McCormick,https://collections.ed.ac.uk/art/record/20682?highlight=*:*
Life Float and Boat,Kirkland Main,https://collections.ed.ac.uk/art/record/21478?highlight=*:*
Seated Female Nude on Chair (Unknown),John Houston,https://collections.ed.ac.uk/art/record/123770?highlight=*:*
Seated Male Nude (1950s),William Wilson,https://collections.ed.ac.uk/art/record/21044?highlight=*:*
"St. Martins Bridge, Toledo (Unknown)",Catherine Temple,https://collections.ed.ac.uk/art/record/21775?highlight=*:*
Untitled (Unknown),Alistair M Park,https://collections.ed.ac.uk/art/record/21605?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/102727?highlight=*:*
Printed Fabric,Robin Jones,https://collections.ed.ac.uk/art/record/22538?highlight=*:*
Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21859?highlight=*:*
Mannequin,Anna Millar,https://collections.ed.ac.uk/art/record/22628?highlight=*:*
Portrait of a Standing Woman (1950),Edward Stratton,https://collections.ed.ac.uk/art/record/20825?highlight=*:*
Peets (1963),Deborah Eadie,https://collections.ed.ac.uk/art/record/21754?highlight=*:*
Two Views of a Reclining Male Nude (1960),Kenneth R Wheatley,https://collections.ed.ac.uk/art/record/20858?highlight=*:*
ça et là au bord de la mer (Jul 1993),Jane Watt,https://collections.ed.ac.uk/art/record/21955?highlight=*:*
Fragment of ornament (right angle with foliage),Unknown,https://collections.ed.ac.uk/art/record/20564?highlight=*:*
Victorian collar (1956),Unknown,https://collections.ed.ac.uk/art/record/102699?highlight=*:*
Untitled (2002),Lindsey Edghill,https://collections.ed.ac.uk/art/record/99924?highlight=*:*
Crow (2007),Katie Devenish,https://collections.ed.ac.uk/art/record/99892?highlight=*:*
Jag Drӧmmer (2006),Marjie Harlick,https://collections.ed.ac.uk/art/record/99869?highlight=*:*
Horses from South Frieze of the Parthenon (1836-1837),A. Patterson Barclay,https://collections.ed.ac.uk/art/record/20732?highlight=*:*
Untitiled (1934),Dorothy Durward,https://collections.ed.ac.uk/art/record/21803?highlight=*:*
Portrait of a Woman (1958),Gordon Bryce,https://collections.ed.ac.uk/art/record/20954?highlight=*:*
Untitled - Portrait of Woman in Profile (1963),Pauline Cumming,https://collections.ed.ac.uk/art/record/99327?highlight=*:*
Untitled (1983),Kathleen Russell,https://collections.ed.ac.uk/art/record/21899?highlight=*:*
Bournemouth (Rock Roses Out) (1966),Shand C. Hutchison,https://collections.ed.ac.uk/art/record/99523?highlight=*:*
Life-Drawing (1928),Robert Heriot Westwater,https://collections.ed.ac.uk/art/record/100023?highlight=*:*
Interior Scene of a Bar (1950),Alastair Flattely,https://collections.ed.ac.uk/art/record/21373?highlight=*:*
Small Anatomical figure (male),William Gillon,https://collections.ed.ac.uk/art/record/20598?highlight=*:*
Portrait of Seated Woman (1965),Barbara Strachan,https://collections.ed.ac.uk/art/record/21343?highlight=*:*
